Draw,Date,Winning Number 1,2,3,4,5,6,Additional Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
3347,2018-02-22,4,12,13,15,35,46,21,,4,2,3,3,1,3,0,1,1,1,1428828.00,4,75202.00,151,1370.00,338,334.00,5605,50.00,8566,25.00,114253,10.00
3346,2018-02-19,10,21,29,34,37,43,28,,2,4,4,2,1,0,2,2,1,1,5460952.00,4,132875.00,154,2373.00,512,390.00,10559,50.00,14408,25.00,185354,10.00
3345,2018-02-15,16,18,30,31,36,41,1,41,2,4,2,4,0,2,1,2,1,0,0.00,5,73436.00,119,2122.00,380,363.00,7057,50.00,10371,25.00,132664,10.00
3344,2018-02-12,12,14,19,23,37,41,3,23,4,2,4,2,0,3,1,1,1,0,0.00,1,250999.00,113,1528.00,238,396.00,5200,50.00,7849,25.00,96508,10.00
3343,2018-02-09,8,15,16,23,40,49,18,40,4,2,3,3,1,2,1,1,1,2,3181107.00,7,150809.00,455,1596.00,1138,348.00,23660,50.00,32663,25.00,410512,10.00
3342,2018-02-05,25,33,38,40,42,48,27,,0,6,2,4,0,0,1,3,2,0,0.00,1,281651.00,82,2362.00,200,529.00,4658,50.00,6935,25.00,89874,10.00
3341,2018-02-01,4,15,20,22,29,32,8,32,4,2,2,4,1,2,2,1,0,2,588205.00,6,41278.00,90,1892.00,322,289.00,4730,50.00,9960,25.00,92257,10.00
3340,2018-01-29,7,14,25,32,44,48,19,25,2,4,2,4,1,1,1,1,2,2,613137.00,2,129082.00,94,1889.00,216,449.00,4534,50.00,6449,25.00,85242,10.00
3339,2018-01-25,1,15,23,25,34,47,2,"1,15",3,3,5,1,1,1,2,1,1,1,2683719.00,1,314602.00,118,1833.00,300,394.00,5917,50.00,9117,25.00,111157,10.00
3338,2018-01-22,1,2,15,29,32,49,11,2,3,3,4,2,2,1,1,1,1,0,0.00,3,83465.00,82,2100.00,255,369.00,5069,50.00,8143,25.00,90152,10.00
3337,2018-01-18,2,6,12,17,26,40,44,"2,6",4,2,1,5,2,2,1,1,0,1,8614827.00,7,112719.00,418,1298.00,843,351.00,22101,50.00,21750,25.00,357704,10.00
3336,2018-01-15,1,2,6,28,29,49,17,49,3,3,3,3,3,0,2,0,1,0,0.00,5,92702.00,208,1533.00,533,327.00,11359,50.00,15124,25.00,200914,10.00
3335,2018-01-11,22,24,25,40,45,49,3,45,2,4,3,3,0,0,3,1,2,0,0.00,2,150781.00,88,2356.00,236,480.00,4990,50.00,6882,25.00,95812,10.00
3334,2018-01-08,6,10,18,36,44,45,46,,3,3,1,5,2,1,0,1,2,0,0.00,1,259547.00,106,1684.00,248,393.00,5782,50.00,6641,25.00,103586,10.00
3333,2018-01-05,3,4,13,19,23,47,5,3,5,1,5,1,2,2,1,0,1,0,0.00,19,729761.00,642,1698.00,2053,290.00,34408,50.00,55156,25.00,627469,10.00
3332,2018-01-01,3,9,16,34,45,46,49,"3,16",3,3,3,3,2,1,0,1,2,0,0.00,4,115899.00,129,2471.00,397,438.00,8304,50.00,11976,25.00,164921,10.00
3331,2017-12-28,1,3,5,16,27,40,26,,4,2,4,2,3,1,1,1,0,0,0.00,6,48799.00,123,1637.00,301,365.00,7191,50.00,8904,25.00,132961,10.00
3330,2017-12-25,6,7,14,17,19,29,46,,5,1,4,2,2,3,1,0,0,0,0.00,2,121704.00,177,946.00,245,373.00,8479,50.00,6250,25.00,126435,10.00
3329,2017-12-21,1,2,26,27,35,43,23,"2,35",2,4,4,2,2,0,2,1,1,1,1084370.00,1,228289.00,78,2013.00,173,495.00,3862,50.00,5476,25.00,75040,10.00
3328,2017-12-18,2,6,10,19,31,35,34,,4,2,3,3,3,1,0,2,0,2,572571.00,1,241083.00,100,1658.00,237,382.00,6800,50.00,6384,25.00,115473,10.00
3327,2017-12-14,1,9,13,33,41,48,21,,3,3,5,1,2,1,0,1,2,1,4390479.00,3,132600.00,139,1968.00,358,417.00,7629,50.00,11170,25.00,151797,10.00
3326,2017-12-11,5,12,37,39,42,43,15,37,2,4,4,2,1,1,0,2,2,0,0.00,1,305318.00,116,1810.00,269,426.00,5795,50.00,8037,25.00,106936,10.00
3325,2017-12-07,9,10,25,37,45,46,40,,2,4,4,2,2,0,1,1,2,0,0.00,1,221197.00,76,2001.00,144,577.00,4814,50.00,5067,25.00,88549,10.00
3324,2017-12-04,4,5,19,38,39,40,26,38,3,3,3,3,2,1,0,3,0,1,7979860.00,13,57092.00,305,1673.00,770,362.00,15631,50.00,21382,25.00,292902,10.00
3323,2017-11-30,17,22,29,36,38,47,46,,2,4,3,3,0,1,2,2,1,0,0.00,6,67613.00,157,1777.00,361,422.00,7798,50.00,10161,25.00,145032,10.00
3322,2017-11-27,7,8,23,30,42,48,38,,3,3,2,4,2,0,2,0,2,0,0.00,2,152757.00,119,1766.00,327,351.00,6506,50.00,8966,25.00,122930,10.00
3321,2017-11-23,11,14,41,46,47,49,48,11,2,4,4,2,0,2,0,0,4,0,0.00,3,75533.00,71,2195.00,383,222.00,4072,50.00,7280,25.00,72678,10.00
3320,2017-11-20,9,11,13,18,20,34,27,"11,13,34",5,1,3,3,1,4,0,1,0,1,1145119.00,3,80360.00,144,1151.00,461,197.00,8025,50.00,10677,25.00,125590,10.00
3319,2017-11-16,11,13,16,27,34,48,30,,3,3,3,3,0,3,1,1,1,1,4699342.00,4,186186.00,167,1734.00,456,347.00,10281,50.00,12548,25.00,176876,10.00
3318,2017-11-13,3,19,21,35,37,44,26,44,3,3,5,1,1,1,1,2,1,0,0.00,0,0.00,116,1918.00,242,502.00,5836,50.00,7724,25.00,109912,10.00
3317,2017-11-09,22,31,33,41,44,47,24,,1,5,4,2,0,0,1,2,3,0,0.00,1,244593.00,97,1734.00,195,471.00,4494,50.00,5707,25.00,79810,10.00
3316,2017-11-06,2,8,11,15,19,32,47,32,5,1,3,3,2,3,0,1,0,0,0.00,8,1105236.00,488,1037.00,769,359.00,22074,50.00,19063,25.00,363439,10.00
3315,2017-11-02,7,17,18,30,32,47,39,30,3,3,3,3,1,2,1,1,1,0,0.00,4,105311.00,158,1833.00,365,433.00,8469,50.00,10731,25.00,159668,10.00
3314,2017-10-30,8,20,30,43,46,48,18,,2,4,1,5,1,1,1,0,3,0,0.00,1,323157.00,101,2200.00,315,385.00,5920,50.00,8795,25.00,114336,10.00
3313,2017-10-26,3,10,25,32,36,37,6,,2,4,3,3,2,0,1,3,0,0,0.00,2,113287.00,92,1694.00,283,301.00,4884,50.00,8261,25.00,85691,10.00
3312,2017-10-23,2,9,23,35,38,48,20,2,3,3,3,3,2,0,1,2,1,2,4033779.00,11,66609.00,299,1685.00,702,392.00,15654,50.00,20311,25.00,290114,10.00
3311,2017-10-19,2,4,15,20,26,28,24,,4,2,1,5,2,2,2,0,0,0,0.00,1,416797.00,193,1485.00,574,273.00,10839,50.00,14944,25.00,181456,10.00
3310,2017-10-16,6,11,12,34,36,49,3,6,3,3,2,4,1,2,0,2,1,0,0.00,1,319162.00,140,1568.00,322,372.00,5938,50.00,10551,25.00,118814,10.00
3309,2017-10-12,6,14,17,21,22,37,15,"6,14,17",5,1,3,3,1,2,2,1,0,0,0.00,2,114894.00,99,1596.00,253,341.00,4901,50.00,6757,25.00,90667,10.00
3308,2017-10-09,6,14,17,40,43,49,48,40,3,3,3,3,1,2,0,1,2,1,8380725.00,12,65088.00,223,2408.00,779,376.00,14319,50.00,19984,25.00,273524,10.00
3307,2017-10-05,9,19,23,36,40,44,20,23,3,3,3,3,1,1,1,2,1,0,0.00,6,73148.00,173,1745.00,523,315.00,8929,50.00,13094,25.00,169225,10.00
3306,2017-10-02,2,8,17,18,23,42,1,,5,1,2,4,2,2,1,0,1,0,0.00,7,45428.00,177,1236.00,535,223.00,8495,50.00,13010,25.00,151251,10.00
3305,2017-09-28,11,12,26,27,29,33,10,26,2,4,4,2,0,2,3,1,0,0,0.00,5,45286.00,93,1674.00,433,197.00,5561,50.00,10428,25.00,98704,10.00
3304,2017-09-25,7,18,26,34,41,48,8,,2,4,2,4,1,1,1,1,2,2,1282131.00,5,107969.00,115,1912.00,357,336.00,5883,50.00,10314,25.00,108965,10.00
3303,2017-09-21,9,14,15,28,35,37,2,15,3,3,4,2,1,2,1,2,0,0,0.00,0,0.00,80,1893.00,218,379.00,4653,50.00,6804,25.00,90219,10.00
3302,2017-09-18,3,15,22,24,32,43,35,15,4,2,3,3,1,1,2,1,1,1,8030687.00,4,185751.00,338,1512.00,754,370.00,14744,50.00,19547,25.00,269684,10.00
3301,2017-09-14,12,15,29,36,40,45,16,,2,4,3,3,0,2,1,2,1,0,0.00,3,139682.00,143,2015.00,373,422.00,8036,50.00,11379,25.00,146644,10.00
3300,2017-09-11,7,14,17,18,44,48,2,,4,2,2,4,1,3,0,0,2,0,0.00,2,150702.00,116,1787.00,305,371.00,6146,50.00,8479,25.00,115649,10.00
3299,2017-09-07,13,19,20,21,32,49,27,,4,2,4,2,0,3,1,1,1,0,0.00,2,113611.00,85,1838.00,174,490.00,3956,50.00,5850,25.00,81339,10.00
3298,2017-09-04,10,11,22,36,38,46,13,36,3,3,1,5,1,1,1,2,1,2,2311781.00,1,451212.00,205,1514.00,361,469.00,8989,50.00,12255,25.00,169109,10.00
3297,2017-08-31,3,36,39,40,44,47,14,39,1,5,3,3,1,0,0,3,2,0,0.00,1,522170.00,68,2926.00,240,453.00,4554,50.00,6528,25.00,90630,10.00
3296,2017-08-28,1,21,29,35,39,46,8,39,2,4,5,1,1,0,2,2,1,0,0.00,0,0.00,64,2501.00,227,385.00,3516,50.00,6804,25.00,69429,10.00
3295,2017-08-24,11,17,26,30,32,39,33,,2,4,3,3,0,2,2,2,0,1,1020676.00,1,214880.00,46,3212.00,207,390.00,3996,50.00,5436,25.00,77580,10.00
3294,2017-08-21,4,7,12,18,42,47,41,47,4,2,2,4,2,2,0,0,2,1,7922612.00,8,95597.00,337,1561.00,801,359.00,18226,50.00,21603,25.00,327776,10.00
3293,2017-08-17,11,15,29,39,41,47,25,39,2,4,6,0,0,2,1,1,2,0,0.00,4,100087.00,112,2458.00,362,415.00,7077,50.00,10254,25.00,137708,10.00
3292,2017-08-14,2,8,17,22,39,46,6,"39,46",4,2,2,4,2,1,1,1,1,0,0.00,3,95297.00,124,1586.00,383,280.00,6666,50.00,11580,25.00,118231,10.00
3291,2017-08-10,1,31,39,45,46,49,34,46,1,5,5,1,1,0,0,2,3,0,0.00,1,216908.00,61,2445.00,176,463.00,3569,50.00,4247,25.00,66742,10.00
3290,2017-08-07,5,17,34,40,42,46,22,,2,4,2,4,1,1,0,2,2,2,555258.00,3,77931.00,76,2115.00,235,374.00,4080,50.00,5672,25.00,75485,10.00
3289,2017-08-03,14,19,22,27,32,36,40,14,3,3,2,4,0,2,2,2,0,1,1074800.00,1,226274.00,88,1768.00,197,431.00,4247,50.00,5308,25.00,78674,10.00
3288,2017-07-31,11,13,14,16,30,43,47,14,4,2,3,3,0,4,1,0,1,1,2469476.00,2,152360.00,105,1996.00,260,440.00,6262,50.00,6545,25.00,116697,10.00
3287,2017-07-27,14,20,24,33,37,41,18,41,3,3,3,3,0,2,1,2,1,0,0.00,2,107585.00,89,1663.00,214,378.00,4007,50.00,5224,25.00,70771,10.00
3286,2017-07-24,2,22,23,32,35,41,7,"35,41",3,3,3,3,1,0,2,2,1,1,4418860.00,5,85583.00,208,1415.00,526,306.00,8951,50.00,13705,25.00,153630,10.00
3285,2017-07-20,8,11,35,39,41,43,13,11,2,4,5,1,1,1,0,2,2,0,0.00,4,68632.00,87,2170.00,305,338.00,5196,50.00,7749,25.00,97663,10.00
3284,2017-07-17,9,11,16,20,27,46,39,,4,2,3,3,1,3,1,0,1,0,0.00,3,75950.00,90,1741.00,262,327.00,5986,50.00,5819,25.00,103939,10.00
3283,2017-07-13,24,30,33,34,47,49,12,,1,5,3,3,0,0,2,2,2,1,1059604.00,1,223075.00,54,2841.00,143,585.00,3279,50.00,5057,25.00,63660,10.00
3282,2017-07-10,11,16,31,35,46,48,41,,2,4,3,3,0,2,0,2,2,1,2546945.00,2,268100.00,113,1884.00,284,409.00,5520,50.00,7324,25.00,102824,10.00
3281,2017-07-06,2,4,7,26,40,47,35,7,3,3,2,4,3,0,1,1,1,0,0.00,0,0.00,83,1878.00,203,419.00,5103,50.00,5269,25.00,91926,10.00
3280,2017-07-03,5,7,9,27,31,34,40,9,3,3,5,1,3,0,1,2,0,2,559576.00,2,117806.00,158,1026.00,244,363.00,7999,50.00,6676,25.00,133621,10.00
3279,2017-06-29,2,9,13,16,29,40,46,,4,2,3,3,2,2,1,1,0,2,2195158.00,3,138961.00,212,1352.00,333,470.00,10267,50.00,10482,25.00,185991,10.00
3278,2017-06-26,14,20,21,23,25,37,15,20,4,2,4,2,0,2,3,1,0,0,0.00,1,292980.00,110,1832.00,297,370.00,6329,50.00,8753,25.00,109179,10.00
3277,2017-06-22,4,5,12,20,47,49,25,,4,2,3,3,2,2,0,0,2,0,0.00,3,71472.00,65,2268.00,197,409.00,4381,50.00,7020,25.00,86167,10.00
3276,2017-06-19,1,23,30,34,40,42,14,23,2,4,2,4,1,0,2,2,1,1,4278784.00,4,102140.00,170,1653.00,351,437.00,7444,50.00,10061,25.00,135526,10.00
3275,2017-06-15,20,21,23,37,39,47,31,"21,23",3,3,5,1,0,1,2,2,1,0,0.00,2,133357.00,71,2583.00,212,472.00,4022,50.00,6178,25.00,80171,10.00
3274,2017-06-12,9,10,19,21,23,43,15,,5,1,5,1,2,1,2,0,1,0,0.00,3,75175.00,118,1314.00,326,260.00,6237,50.00,8389,25.00,104138,10.00
3273,2017-06-08,5,7,22,25,34,40,1,40,3,3,3,3,2,0,2,2,0,1,1046310.00,4,55069.00,91,1665.00,261,317.00,5021,50.00,7522,25.00,91133,10.00
3272,2017-06-05,15,21,23,24,39,40,18,15,4,2,4,2,0,1,3,2,0,1,2436206.00,3,97501.00,117,1719.00,255,431.00,5167,50.00,7401,25.00,98461,10.00
3271,2017-06-01,9,15,17,22,44,46,2,15,4,2,3,3,1,2,1,0,2,0,0.00,1,220385.00,79,1918.00,234,354.00,4029,50.00,6875,25.00,80879,10.00
3270,2017-05-29,13,15,16,27,36,47,24,,3,3,4,2,0,3,1,1,1,1,2492273.00,3,252025.00,95,2176.00,275,410.00,5369,50.00,7569,25.00,103042,10.00
3269,2017-05-25,3,8,11,32,44,46,12,44,3,3,2,4,2,1,0,1,2,0,0.00,0,0.00,87,1771.00,181,465.00,4350,50.00,7242,25.00,85690,10.00
3268,2017-05-22,21,24,31,34,37,44,45,44,2,4,3,3,0,0,2,3,1,1,1099071.00,0,0.00,164,970.00,158,550.00,3848,50.00,4641,25.00,73077,10.00
3267,2017-05-18,4,23,43,44,46,48,16,23,2,4,2,4,1,0,1,0,4,2,529816.00,3,74361.00,63,2435.00,151,554.00,3744,50.00,4590,25.00,67663,10.00
3266,2017-05-15,8,14,16,23,24,27,5,"8,27",5,1,2,4,1,2,3,0,0,2,2233143.00,9,46505.00,203,1418.00,649,242.00,9442,50.00,18179,25.00,168566,10.00
3265,2017-05-11,8,9,12,18,27,45,13,45,4,2,3,3,2,2,1,0,1,0,0.00,3,94188.00,283,687.00,414,256.00,10929,50.00,10969,25.00,156130,10.00
3264,2017-05-08,5,21,29,30,38,45,1,,2,4,4,2,1,0,3,1,1,0,0.00,1,631272.00,63,2610.00,198,453.00,4571,50.00,6764,25.00,89219,10.00
3263,2017-05-04,4,13,14,36,41,43,45,,3,3,3,3,1,2,0,1,2,1,4338512.00,0,0.00,164,1644.00,348,423.00,8360,50.00,9792,25.00,143950,10.00
3262,2017-05-01,8,17,24,29,32,45,14,32,3,3,3,3,1,1,2,1,1,0,0.00,2,148469.00,117,1745.00,365,306.00,5795,50.00,7888,25.00,111683,10.00
3261,2017-04-27,4,7,15,31,32,43,37,"31,32",3,3,4,2,2,1,0,2,1,0,0.00,1,224332.00,66,2337.00,152,554.00,4292,50.00,5234,25.00,84699,10.00
3260,2017-04-24,2,8,22,31,32,35,36,2,3,3,2,4,2,0,1,3,0,1,1106963.00,3,77682.00,85,1885.00,235,372.00,4795,50.00,6392,25.00,92774,10.00
3259,2017-04-20,2,12,25,28,37,38,22,"12,25,28",2,4,2,4,1,1,2,2,0,1,1075999.00,4,56632.00,83,1877.00,255,334.00,4584,50.00,7238,25.00,86240,10.00
3258,2017-04-17,12,17,25,28,36,44,3,,2,4,2,4,0,2,2,1,1,2,562158.00,4,59175.00,105,1550.00,283,314.00,4949,50.00,7780,25.00,92821,10.00
3257,2017-04-13,7,9,16,27,32,47,36,,3,3,4,2,2,1,1,1,1,1,2582205.00,4,73578.00,159,1273.00,318,348.00,6701,50.00,8609,25.00,125560,10.00
3256,2017-04-10,13,19,20,23,29,31,48,20,4,2,5,1,0,3,2,1,0,0,0.00,2,124656.00,139,1234.00,194,482.00,6193,50.00,5432,25.00,106984,10.00
3255,2017-04-06,10,12,20,27,43,46,26,,3,3,2,4,1,2,1,0,2,1,4726002.00,3,142907.00,158,1866.00,340,473.00,8454,50.00,11723,25.00,165655,10.00
3254,2017-04-03,1,28,30,32,40,48,31,28,1,5,1,5,1,0,2,2,1,0,0.00,6,54343.00,119,1884.00,244,502.00,5263,50.00,7750,25.00,103444,10.00
3253,2017-03-30,28,34,38,39,42,46,24,28,0,6,1,5,0,0,1,3,2,0,0.00,2,120087.00,54,3058.00,175,515.00,3527,50.00,5504,25.00,71263,10.00
3252,2017-03-27,1,27,28,40,41,44,36,"28,44",1,5,3,3,1,0,2,1,2,0,0.00,4,2138384.00,224,2110.00,580,445.00,12946,50.00,17108,25.00,237924,10.00
3251,2017-03-23,5,13,18,25,28,44,16,,3,3,3,3,1,2,2,0,1,0,0.00,3,137389.00,192,1476.00,457,339.00,10222,50.00,12469,25.00,174863,10.00
3250,2017-03-20,6,20,30,41,42,45,35,20,2,4,2,4,1,1,1,0,3,0,0.00,4,78380.00,74,2913.00,240,490.00,5409,50.00,7983,25.00,105543,10.00
3249,2017-03-16,2,9,15,19,20,37,29,,5,1,4,2,2,3,0,1,0,0,0.00,2,121471.00,150,1114.00,471,194.00,8114,50.00,10610,25.00,124235,10.00
3248,2017-03-13,6,28,30,35,39,42,33,6,1,5,2,4,1,0,2,2,1,1,4879381.00,2,227669.00,156,2007.00,397,431.00,8067,50.00,11608,25.00,154892,10.00
3247,2017-03-09,2,6,9,17,26,46,13,,4,2,2,4,3,1,1,0,1,0,0.00,9,34623.00,254,844.00,703,167.00,11185,50.00,13010,25.00,162823,10.00
3246,2017-03-06,16,22,28,36,39,47,3,36,2,4,2,4,0,1,2,2,1,0,0.00,1,260299.00,78,2295.00,251,389.00,4397,50.00,6914,25.00,80396,10.00
3245,2017-03-02,8,14,20,35,36,41,38,35,3,3,2,4,1,2,0,2,1,1,1241306.00,2,130664.00,139,1293.00,229,428.00,5137,50.00,6504,25.00,93943,10.00
3244,2017-02-27,22,25,27,29,35,49,31,,1,5,5,1,0,0,4,1,1,1,1289621.00,3,90500.00,131,1425.00,260,392.00,5915,50.00,6781,25.00,101943,10.00
3243,2017-02-23,7,8,9,28,41,42,29,,3,3,3,3,3,0,1,0,2,2,4260162.00,8,89302.00,326,1507.00,1082,248.00,18190,50.00,25391,25.00,325705,10.00
3242,2017-02-20,2,6,13,17,23,46,3,17,5,1,3,3,2,2,1,0,1,0,0.00,2,238074.00,184,1780.00,584,306.00,11097,50.00,18530,25.00,198395,10.00
3241,2017-02-16,8,17,31,43,44,48,46,,2,4,3,3,1,1,0,1,3,0,0.00,2,167482.00,107,2153.00,295,426.00,6233,50.00,8342,25.00,117875,10.00
3240,2017-02-13,7,10,19,23,24,33,3,"7,24",5,1,4,2,2,1,2,1,0,0,0.00,5,53647.00,128,1441.00,403,250.00,6865,50.00,12078,25.00,118501,10.00
3239,2017-02-10,2,7,24,27,29,34,21,,3,3,3,3,2,0,3,1,0,4,3000413.00,26,89083.00,1052,1514.00,2516,346.00,53715,50.00,70461,25.00,938603,10.00
3238,2017-02-06,9,14,17,25,30,36,44,,3,3,3,3,1,2,2,1,0,4,2625703.00,12,81688.00,458,1472.00,958,384.00,22827,50.00,25627,25.00,405957,10.00
3237,2017-02-02,11,20,21,29,37,48,23,21,3,3,4,2,0,2,2,1,1,0,0.00,8,70619.00,182,2135.00,565,375.00,10666,50.00,14967,25.00,202080,10.00
3236,2017-01-30,21,22,25,27,32,39,6,22,2,4,4,2,0,0,4,2,0,0,0.00,5,77952.00,150,1787.00,336,435.00,7551,50.00,11589,25.00,136121,10.00
3235,2017-01-26,8,12,16,19,22,46,6,,5,1,1,5,1,3,1,0,1,0,0.00,1,276164.00,128,1484.00,465,223.00,7176,50.00,13879,25.00,125569,10.00
3234,2017-01-23,5,14,23,28,45,49,39,"5,49",3,3,4,2,1,1,2,0,2,1,4942864.00,6,78776.00,241,1349.00,408,435.00,10367,50.00,11695,25.00,186504,10.00
3233,2017-01-19,5,8,16,44,48,49,32,,3,3,2,4,2,1,0,0,3,0,0.00,3,104625.00,145,1489.00,315,374.00,7119,50.00,8624,25.00,127692,10.00
3232,2017-01-16,2,7,17,21,35,42,16,,4,2,4,2,2,1,1,1,1,0,0.00,2,127039.00,136,1285.00,254,376.00,6501,50.00,7548,25.00,101037,10.00
3231,2017-01-12,3,6,12,25,40,43,42,,3,3,3,3,2,1,1,1,1,2,4081565.00,14,50442.00,306,1587.00,733,362.00,16203,50.00,18178,25.00,297875,10.00
3230,2017-01-09,8,29,33,34,42,49,21,33,1,5,3,3,1,0,1,2,2,0,0.00,2,227550.00,114,2745.00,401,426.00,7641,50.00,11635,25.00,152568,10.00
3229,2017-01-05,7,15,20,33,39,44,43,,3,3,4,2,1,2,0,2,1,0,0.00,4,76144.00,87,2407.00,257,445.00,6242,50.00,6946,25.00,115576,10.00
3228,2017-01-02,1,18,22,35,38,49,30,,3,3,3,3,1,1,1,2,1,0,0.00,2,126352.00,88,1975.00,200,474.00,4756,50.00,6083,25.00,89075,10.00
3227,2016-12-29,2,4,34,36,42,46,15,46,2,4,0,6,2,0,0,2,2,1,1121765.00,1,236161.00,86,1888.00,160,554.00,3832,50.00,5067,25.00,73474,10.00
3226,2016-12-26,8,10,18,25,28,46,23,28,3,3,1,5,2,1,2,0,1,3,368554.00,4,58193.00,118,1357.00,317,276.00,7303,50.00,8507,25.00,115490,10.00
3225,2016-12-22,3,28,37,38,44,47,46,,1,5,3,3,1,0,1,2,2,1,7630364.00,5,131039.00,217,2076.00,506,486.00,11974,50.00,14974,25.00,222339,10.00
3224,2016-12-19,10,11,24,27,36,49,43,24,3,3,3,3,1,1,2,1,1,0,0.00,2,358021.00,201,1492.00,363,451.00,9823,50.00,10404,25.00,177472,10.00
3223,2016-12-15,4,18,24,39,46,47,10,46,3,3,2,4,1,1,1,1,2,0,0.00,0,0.00,87,2214.00,174,604.00,4518,50.00,6429,25.00,86537,10.00
3222,2016-12-12,2,14,31,36,43,46,39,46,2,4,2,4,1,1,0,2,2,0,0.00,2,117580.00,65,2488.00,181,488.00,3449,50.00,5010,25.00,69516,10.00
3221,2016-12-08,6,8,11,24,37,46,23,"11,24,37",4,2,2,4,2,1,1,1,1,1,1040938.00,3,73049.00,82,1838.00,257,320.00,5779,50.00,7026,25.00,102349,10.00
3220,2016-12-05,5,9,11,19,24,37,36,"19,24",5,1,5,1,2,2,1,1,0,1,7433542.00,7,96676.00,490,950.00,822,309.00,21511,50.00,22079,25.00,346245,10.00
3219,2016-12-01,3,4,8,19,24,46,12,"4,24",5,1,2,4,3,1,1,0,1,0,0.00,7,55534.00,171,1563.00,676,216.00,9453,50.00,17715,25.00,166905,10.00
3218,2016-11-28,2,4,15,24,37,48,6,2,4,2,2,4,2,1,1,1,1,0,0.00,3,95203.00,110,1786.00,342,314.00,5133,50.00,9180,25.00,96313,10.00
3217,2016-11-24,2,3,17,19,22,40,20,40,5,1,3,3,2,2,1,1,0,0,0.00,2,106945.00,72,2043.00,268,300.00,4597,50.00,7118,25.00,85564,10.00
3216,2016-11-21,4,21,25,40,47,48,49,21,2,4,3,3,1,0,2,1,2,1,2455190.00,5,58714.00,79,2555.00,250,441.00,4735,50.00,7795,25.00,92954,10.00
3215,2016-11-17,1,21,31,36,39,43,38,31,2,4,5,1,1,0,1,3,1,0,0.00,2,111657.00,85,1807.00,160,524.00,3661,50.00,4813,25.00,72230,10.00
3214,2016-11-14,8,10,15,31,38,40,19,,3,3,2,4,2,1,0,3,0,0,0.00,5,1639018.00,285,1647.00,822,312.00,16601,50.00,21610,25.00,291920,10.00
3213,2016-11-10,17,22,26,34,41,47,42,41,2,4,3,3,0,1,2,1,2,0,0.00,1,389050.00,137,1953.00,321,455.00,6607,50.00,8572,25.00,124996,10.00
3212,2016-11-07,1,13,21,41,48,49,22,1,3,3,5,1,1,1,1,0,3,0,0.00,2,144519.00,86,2311.00,252,431.00,5403,50.00,7037,25.00,99517,10.00
3211,2016-11-03,1,11,19,26,35,39,14,19,3,3,5,1,1,2,1,2,0,0,0.00,1,518824.00,77,1974.00,215,386.00,4989,50.00,6123,25.00,91571,10.00
3210,2016-10-31,14,19,24,32,36,42,35,,3,3,1,5,0,2,1,2,1,1,2446298.00,0,0.00,111,1845.00,239,468.00,5602,50.00,6951,25.00,102303,10.00
3209,2016-10-27,3,5,8,21,40,46,30,,4,2,3,3,3,0,1,1,1,0,0.00,3,72390.00,94,1589.00,253,322.00,5034,50.00,7090,25.00,96125,10.00
3208,2016-10-24,2,15,18,24,34,35,48,,4,2,2,4,1,2,1,2,0,2,1249879.00,2,149412.00,81,2537.00,207,542.00,5806,50.00,7363,25.00,111034,10.00
3207,2016-10-20,5,14,20,23,36,49,30,,4,2,3,3,1,2,1,1,1,0,0.00,1,227443.00,87,1798.00,222,385.00,4629,50.00,6339,25.00,88697,10.00
3206,2016-10-17,3,7,9,27,39,44,48,,3,3,5,1,3,0,1,1,1,2,2375063.00,8,55505.00,226,1351.00,506,330.00,11944,50.00,11782,25.00,205023,10.00
3205,2016-10-13,16,20,31,32,40,41,13,,2,4,2,4,0,2,0,3,1,0,0.00,5,61197.00,116,1814.00,355,324.00,5888,50.00,9582,25.00,106541,10.00
3204,2016-10-10,3,18,24,30,35,49,44,,3,3,3,3,1,1,2,1,1,0,0.00,2,125006.00,111,1549.00,216,435.00,4904,50.00,5578,25.00,89897,10.00
3203,2016-10-06,6,13,19,25,26,39,35,6,3,3,4,2,1,2,2,1,0,0,0.00,2,4367166.00,263,1866.00,704,381.00,16365,50.00,21098,25.00,300785,10.00
3202,2016-10-03,6,9,14,27,28,46,2,,3,3,2,4,2,1,2,0,1,0,0.00,3,150131.00,220,1408.00,544,311.00,11232,50.00,16510,25.00,193880,10.00
3201,2016-09-29,1,3,4,24,34,48,29,48,4,2,2,4,3,0,1,1,1,0,0.00,2,147340.00,112,1809.00,267,414.00,6566,50.00,8067,25.00,113142,10.00
3200,2016-09-26,6,9,15,27,37,48,24,,3,3,4,2,2,1,1,1,1,0,0.00,2,114821.00,96,1645.00,239,361.00,5196,50.00,6969,25.00,97147,10.00
3199,2016-09-22,8,11,28,34,40,46,48,,2,4,1,5,1,1,1,2,1,1,7884082.00,7,100715.00,284,1707.00,647,409.00,14604,50.00,19165,25.00,270538,10.00
3198,2016-09-19,14,17,26,31,41,45,30,,2,4,4,2,0,2,1,1,2,0,0.00,4,109012.00,147,2040.00,393,417.00,8348,50.00,11333,25.00,153152,10.00
